Date/Time,Mean CO2 (ppm),Mean CH4 (ppm),Mean N2O (ppm),Mean NH3 (ppm),Mean H2O (percent),Cav. Pressure (kPa),Cav. Temperature (K),Water Content (fraction),Chmbr. Temperature (K),Chmbr. Pressure (kPa),Flux CO2 (L) (umol/m^2/s),Flux CO2 (E) (umol/m^2/s),Flux CH4 (L) (nmol/m^2/s),Flux CH4 (E) (nmol/m^2/s),Flux N2O (L) (nmol/m^2/s),Flux N2O (E) (nmol/m^2/s),Flux NH3 (L) (umol/m^2/s),Flux NH3 (E) (umol/m^2/s),Soil VWC (%),Soil Temperature (degC),Температура воздуха,Отн. влажность,Точка росы,Атмосферное давление,Скорость ветра,Направление ветра,Приходящая солнечная радиация,Влагосодержание почвы,Электропроводность почвы,Температура почвы
2022-06-25 09:07:56,464.96845797,2.25909335,0.33625305,8.74469058,2.37192058,18.66539645,318.14873281,0.02262813,297.9556519,99.672081,1.04597405,2.57445751,-0.87629674,-0.87562824,0.0111327,0.01111523,-0.08533769,-0.13913731,1999.530029,24.5,21.42,69.1,15.54,732.71,1.39,Запад,504.11,24.55,0.18,22.83
2022-06-25 10:02:28,503.80507708,2.0992277,0.33742758,5.35808027,2.35763243,18.6651972,318.15071903,0.02517287,306.5824394,99.654243,2.63974375,7.81295129,-0.17336042,-0.828926,0.08222574,0.08202905,-0.0406755,-0.28790771,2009.52002,37.5,23.19,60.93,15.23,732.4,1.6,юго-запад,840.79,24.65,0.18,23.53
2022-06-25 10:56:44,452.88379512,2.05384937,0.33144238,5.85083755,2.16498999,18.66534861,318.15357017,0.0177067,304.73205637,99.802315,1.15608437,2.95884132,-0.02256815,-0.02214669,-0.01837389,-0.01837965,0.02023191,0.02026593,1985.209961,34.099998,24.2,55.32,14.69,732.41,1.6,Запад,600.72,24.9,0.18,24.67
2022-06-25 11:51:17,482.29123236,2.07587274,0.34266463,14.56982653,2.06962252,18.66522342,318.15103364,0.01879061,304.01368938,99.719284,2.4655347,5.6047769,-0.06648732,-0.8031253,0.37819687,1.17553355,-0.04342188,-0.04344933,2005.459961,30.9,24.77,51.91,14.24,731.88,1.66,Запад,889.45,25.14,0.19,25.78
2022-06-25 12:04:56,543.18601812,2.09333895,0.34015467,10.37278367,3.84262109,18.66528494,318.1506681,0.04077716,305.66728969,99.60379,4.59359861,11.84403826,-0.19716444,-0.19824248,0.15294374,0.57006343,-0.23224539,-0.98713383,1977.47998,40.400002,24.77,51.91,14.24,731.88,1.66,Запад,889.45,25.14,0.19,25.78
2022-06-25 12:58:49,506.92023543,2.0784816,0.35685096,6.64081745,2.60002625,18.66534171,318.15358479,0.01940859,313.1409978,100.165977,2.998642,7.83532533,-0.19662145,-0.30516361,0.83744413,2.22471544,0.05600384,0.05615909,1970.310059,40.700001,25.27,50.71,14.34,731.44,0.93,юго-восток,447.73,25.39,0.2,27.06
2022-06-25 13:53:23,300.25642589,2.05852841,0.35668909,24.81029739,3.61161837,18.66530307,318.15076117,0.03641593,306.44472016,101.143173,-4.71769375,-11.52283806,-0.26624949,-0.48935511,0.87285552,1.5437508,-0.18868031,-1.15725075,1975.579956,33.0,25.08,53.63,15.03,731.82,0.9,Юг,213.16,25.59,0.2,27.87
2022-06-25 14:07:27,478.60862574,2.06005708,0.34414613,18.42536585,1.96219846,18.66533878,318.15098729,0.0181289,304.07238973,99.580498,2.39223169,5.35210871,-0.22620318,-0.36118444,0.57556216,0.85593017,-0.06424434,-0.06427996,2008.900024,32.400002,25.08,53.63,15.03,731.82,0.9,Юг,213.16,25.59,0.2,27.87
2022-06-25 15:02:01,496.02434803,2.06769005,0.34516202,17.1096626,1.91230234,18.66533859,318.14939235,0.01761338,302.10950571,99.508759,2.95996239,7.18582007,-0.19084172,-0.7093413,0.43891297,0.95112592,0.05383348,0.06134176,2118.310059,34.299999,25.08,54.15,15.18,731.86,0.76,юго-восток,154.18,25.61,0.2,27.88
2022-06-25 15:56:17,461.56924698,2.07404227,0.3394164,16.41649095,2.29459437,18.66534275,318.14951042,0.0230651,301.18985498,99.535332,1.63442357,3.94674885,-0.06296936,-0.10737966,0.42388621,0.73753601,-0.11289445,-0.41732378,2004.390015,29.200001,23.48,70.4,17.72,731.75,0.6,Юг,208.88,25.61,0.2,27.64
2022-06-25 16:09:28,328.40577076,2.06725305,0.34617395,29.82639592,2.94631383,18.66528553,318.14949461,0.02961213,301.83479306,99.824501,-3.89025622,-7.24563768,-0.23424952,-0.49288709,0.54543841,1.09118102,0.03969326,0.03961549,1971.199951,29.0,23.48,70.4,17.72,731.75,0.6,Юг,208.88,25.61,0.2,27.64
2022-06-25 16:50:54,448.8603669,2.05946545,0.33378434,7.77231966,2.01642809,18.6653495,318.1499919,0.01923679,301.11300823,99.504173,1.11045503,2.72179435,-0.14496038,-0.14652594,0.18124214,0.3049714,-0.06842207,-0.14465528,2010.27002,37.200001,23.13,73.46,18.13,731.72,1.03,Запад,138.63,25.62,0.2,27.31
2022-06-25 17:04:03,465.75431252,2.05713384,0.34244956,11.72892461,2.0488409,18.66528896,318.14969272,0.01860113,301.54073516,99.475655,1.89686805,3.96042185,0.03017356,1.82119014,0.45929641,1.50272678,0.00273676,0.00272661,1979.859985,29.700001,23.13,73.46,18.13,731.72,1.03,Запад,138.63,25.62,0.2,27.31
2022-06-25 17:58:50,457.95956999,2.0841608,0.33894803,11.16357725,2.21932381,18.66530154,318.14882484,0.01944836,300.02109784,99.45118,1.59811794,2.82765988,0.55014555,0.0,0.27242057,0.27459932,-0.07777001,-0.23370458,2012.27002,28.5,22.78,69.48,16.93,731.87,1.18,Запад,56.55,25.6,0.2,26.93
2022-06-25 18:53:21,511.06577554,2.07778155,0.34037806,10.31405514,3.15257894,18.66537278,318.14857695,0.03229562,298.7272973,99.573547,3.51901656,8.4648119,0.10695624,3.01382013,0.32486726,0.96527185,-0.24426988,-0.90768775,1961.5,28.200001,22.17,73.38,17.2,731.96,0.3,юго-запад,3.43,25.53,0.2,26.44
2022-06-25 19:06:59,498.2447334,2.07897378,0.33813117,7.91454117,1.94987347,18.66539833,318.14806827,0.01910852,297.86417759,99.548759,2.9527538,7.30318869,-0.06079391,-0.06068018,0.3055709,0.82843512,-0.09027557,-0.20672893,2003.069946,33.400002,22.17,73.38,17.2,731.96,0.3,юго-запад,3.43,25.53,0.2,26.44
2022-06-25 20:01:19,459.63441382,2.16725165,0.33553062,11.53272064,1.90088018,18.66530967,318.14945662,0.01914919,296.04347745,99.492531,1.20267258,1.88485601,1.58321838,1.58272213,0.25299523,0.25291377,0.02835431,0.02832017,1969.800049,24.200001,21.63,77.29,17.5,732.03,0.17,юго-запад,0.0,25.42,0.19,25.99
2022-06-25 20:55:25,518.08761884,2.49158343,0.34437524,25.80533427,1.90884598,18.6652596,318.14948868,0.01878771,295.05194381,99.682831,1.49732563,2.17124998,0.40473942,0.40424861,0.36260777,0.36530912,-0.18136296,-0.18203138,1990.680054,22.9,20.97,82.51,17.89,732.66,0.73,юго-запад,0.0,25.39,0.19,25.58
2022-06-25 21:09:34,541.06700595,2.94193307,0.34571122,8.2785012,2.55237069,18.66529919,318.14954155,0.02553827,294.86102115,99.666267,2.12949698,5.1725144,16.63487308,16.62047389,0.12851747,0.4957577,-0.17739735,-0.57390281,1958.140015,24.4,20.97,82.51,17.89,732.66,0.73,юго-запад,0.0,25.39,0.19,25.58
2022-06-25 21:50:32,521.55906119,2.3485228,0.35192902,20.60155615,2.10486685,18.66528326,318.14958704,0.02071559,296.53095168,99.605453,3.74736052,7.64619563,0.23758874,0.23759797,0.75315159,1.57158163,-0.03903098,-0.11848494,2107.300049,28.299999,20.61,83.76,17.78,732.77,1.57,Юг,0.0,25.31,0.19,25.25
2022-06-25 22:03:58,470.1623184,2.40253019,0.33504673,8.4501196,2.05283799,18.66535716,318.14967287,0.02087458,296.24266696,99.898422,1.40060487,3.52345769,0.2211753,0.22162425,0.1063542,0.49352997,-0.05435171,-0.52332913,1951.469971,24.0,20.61,83.76,17.78,732.77,1.57,Юг,0.0,25.31,0.19,25.25
2022-06-25 22:58:35,506.78028669,2.37282053,0.34061905,20.1154157,2.21354208,18.66530173,318.14982389,0.02115267,295.34542856,98.616295,2.85136712,3.79038466,0.07778082,0.07763209,0.24716862,0.24579868,-0.08645145,-0.10252473,1964.040039,23.4,19.63,89.52,17.86,732.05,0.8,юго-восток,0.0,25.19,0.19,24.91
2022-06-25 23:53:12,510.3335605,2.42589466,0.33494752,12.40025793,2.18630929,18.66528726,318.14979667,0.02155652,294.17531112,99.561546,2.55479132,5.06347945,-0.1597959,-0.16001815,0.25799064,0.64417503,-0.012394,-0.08025504,1970.030029,22.0,19.97,83.17,17.04,731.46,1.11,Восток,0.0,25.14,0.18,24.59
2022-06-26 00:06:49,520.5532557,2.38218094,0.34127222,20.16186404,2.1971355,18.66534568,318.14978773,0.02149072,294.59435932,99.523994,2.71683324,6.01194531,-0.21570858,-0.77168322,0.48519392,0.59046623,-0.03186159,-0.03193583,2106.310059,26.5,19.97,83.17,17.04,731.46,1.11,Восток,0.0,25.14,0.18,24.59
2022-06-26 01:01:07,511.71478159,2.41707075,0.36318948,12.8691575,2.1196201,18.66529537,318.14983588,0.02106892,293.56838416,99.44136,1.95521232,4.13421441,0.0690649,6.80354206,1.33057155,2.93661047,-0.09140322,-0.12351763,1994.119995,21.299999,19.88,83.73,17.06,730.61,0.95,юго-восток,0.0,25.1,0.18,24.29
2022-06-26 01:55:44,500.53635119,2.39918349,0.33727724,6.36398972,2.15035041,18.66537102,318.14982482,0.02122237,293.55379734,99.423126,1.4069661,2.71654447,-0.34034704,-0.34155809,0.23312661,0.84606576,-0.07282471,-0.14586565,1995.719971,29.299999,19.6,86.16,17.23,730.66,0.52,юго-восток,0.0,24.95,0.18,23.98
2022-06-26 02:09:22,507.23103502,2.37519302,0.33653253,11.30575158,2.15188893,18.66536112,318.14979907,0.0211391,293.1664598,99.359062,1.53298932,3.49224401,-0.06600987,-0.06633684,0.15888255,1.56942564,-0.02216887,-0.04093429,1969.01001,20.9,19.6,86.16,17.23,730.66,0.52,юго-восток,0.0,24.95,0.18,23.98
2022-06-26 02:50:04,525.81144892,2.81897616,0.33700561,9.7949198,2.11576198,18.66536797,318.14985432,0.02103912,293.38481837,99.459305,2.56137894,6.01700549,-1.52337094,-1.5239595,0.21146851,0.50888752,-0.01949115,-0.1765868,1964.349976,20.700001,18.83,90.6,17.28,730.97,0.58,юго-запад,0.0,24.9,0.18,23.73
2022-06-26 03:03:42,552.10776998,2.57008062,0.34478742,8.52569626,2.10114287,18.66534651,318.14987101,0.02100197,293.35515122,99.369675,3.67524067,7.97411162,-0.42100791,-0.42126283,0.56908181,1.31928797,-0.09548923,-0.26011779,2002.959961,20.9,18.83,90.6,17.28,730.97,0.58,юго-запад,0.0,24.9,0.18,23.73
2022-06-26 03:57:50,518.3147974,2.52349138,0.34434434,5.64211232,2.27411064,18.66527947,318.14987208,0.02267955,293.07662313,99.512123,2.49403397,4.57798296,-1.24208037,-13.49349618,0.55957719,0.87403624,-0.12824764,-0.42230034,1956.23999,21.6,19.09,89.5,17.34,731.05,0.89,Запад,4.55,24.88,0.18,23.48
2022-06-26 04:52:21,507.71824634,2.39494051,0.34031107,6.40356669,2.08187858,18.66532451,318.14990193,0.02064205,293.09627036,99.511681,1.78775387,3.87688894,3.77918254,3.76770579,0.45839435,1.1211246,-0.07287319,-0.26358059,1952.449951,20.700001,18.34,94.65,17.48,731.07,0.28,юго-запад,49.52,24.8,0.18,23.23
2022-06-26 05:06:00,500.49102098,2.81135394,0.33421885,8.88579001,2.0663378,18.66524417,318.14989742,0.02053239,292.98447714,99.49176,1.49057635,3.09958798,-3.68412306,-3.68379025,0.30810095,0.30819827,-0.02061312,-0.14511566,1963.339966,20.299999,18.34,94.65,17.48,731.07,0.28,юго-запад,49.52,24.8,0.18,23.23
2022-06-26 06:00:31,502.67780297,2.39378173,0.34594903,17.54222788,2.11062385,18.66525672,318.1500022,0.02040793,294.61431665,99.563095,1.99158576,4.187271,0.5311806,0.53000367,0.76313432,1.85638557,-0.07172978,-0.07181351,1988.900024,21.0,19.03,92.46,17.79,731.18,0.63,юго-запад,116.48,24.71,0.18,23.09
2022-06-26 06:55:03,564.77189289,2.23859739,0.36079717,13.74029249,2.1594846,18.66531553,318.15024856,0.02031543,296.7909854,99.403389,5.11637241,11.32945388,0.10203024,0.10189257,1.08662576,2.24918037,0.04283614,0.10105164,2106.02002,27.299999,19.88,86.35,17.54,731.14,0.48,юго-восток,154.16,24.67,0.18,23.09
2022-06-26 07:08:25,476.07036237,2.30056559,0.33846139,5.31523863,2.22790426,18.66529204,318.15025971,0.02013094,296.74056523,100.154251,1.62180067,3.20432479,0.48154023,0.48018174,0.33642484,1.31698944,-0.02206201,-0.41846646,1954.780029,23.5,19.88,86.35,17.54,731.14,0.48,юго-восток,154.16,24.67,0.18,23.09
2022-06-26 08:02:59,370.5890181,2.39590905,0.35438065,14.86462384,2.48484369,18.66530328,318.1502638,0.02138363,297.77652725,100.005867,-3.24488553,-4.97163432,-1.09437739,-1.09387542,0.69664531,2.83123528,0.00460929,0.35003534,1965.650024,24.0,20.73,79.37,17.05,731.0,0.78,юго-восток,271.38,24.74,0.18,23.25
2022-06-26 08:57:06,479.87697708,2.14213703,0.3360786,7.81994232,2.51252991,18.66525349,318.15079124,0.02059759,302.61690876,99.365097,2.2807271,4.5687969,-0.10199179,-0.0,0.13738232,0.13708715,0.00882423,0.00881101,1977.75,28.0,21.0,80.24,17.47,731.22,1.08,юго-запад,117.85,24.83,0.18,23.56
2022-06-26 09:51:51,479.67784553,2.21103315,0.35851843,8.87575065,2.50476416,18.66527042,318.14984034,0.0207834,297.98044437,99.428925,2.22383538,5.11664132,0.61929754,0.61848525,1.05051873,2.70783855,-0.00978908,-0.37747867,2008.140015,25.700001,21.0,84.25,18.26,731.11,0.82,юго-запад,188.45,24.88,0.18,23.79
2022-06-26 10:05:31,476.27847425,2.38860084,0.34666441,11.81587057,2.41521547,18.66535578,318.14984072,0.02229131,296.76181935,99.446075,2.02154674,4.09930485,2.26856427,2.26966009,0.5910026,1.43776088,-0.05480233,-0.10373932,1998.089966,24.9,21.0,84.25,18.26,731.11,0.82,юго-запад,188.45,24.88,0.18,23.79
2022-06-26 11:00:03,523.22951128,2.36606097,0.33874853,5.14376947,2.23991273,18.66532779,318.15025631,0.02139183,298.79033652,99.43576,3.15809037,8.47625891,-0.08992582,-0.4099861,0.3141664,1.21207788,-0.05231405,-0.11918414,2003.319946,33.299999,22.31,76.39,17.96,730.76,0.88,Запад,362.45,24.9,0.18,23.95
2022-06-26 11:54:19,452.05051709,2.0751237,0.33161741,8.14246717,2.30449757,18.6653916,318.15158667,0.02031042,305.24467079,99.768562,1.20614001,3.03475516,-0.03464554,-2.79409485,0.04855389,0.45144268,0.03738187,0.03737823,1984.619995,34.599998,23.13,67.39,16.76,730.66,0.92,Запад,292.52,24.96,0.18,24.38
2022-06-26 12:07:31,427.82320827,2.07660645,0.33972102,12.93075891,3.10153413,18.66536522,318.15152391,0.01942372,305.64939056,99.287407,0.44714834,0.44864813,0.09850426,0.098339,0.09347816,0.12186343,0.23212688,0.23257475,2016.410034,34.400002,23.13,67.39,16.76,730.66,0.92,Запад,292.52,24.96,0.18,24.38
2022-06-28 10:52:55,485.88585105,2.02836046,0.33828849,45.44258812,3.04142341,18.66524806,318.14958295,0.02248061,305.6736228,99.737175,2.69295048,6.28882133,-0.12004121,-0.43717142,0.32772164,0.32440244,-0.26578695,-3.98423497,2075.439941,35.200001,26.93,52.93,16.5,732.53,1.41,Юг,858.58,30.32,0.35,25.87
2022-06-28 11:06:57,436.37167551,2.03001167,0.34391667,58.41719503,3.9025944,18.6652983,318.14287571,0.02167294,308.03594718,99.581879,1.14692022,1.21374689,-0.07131154,-0.25234841,0.39171945,1.32327452,0.05616442,0.05607868,2164.159912,33.200001,26.93,52.93,16.5,732.53,1.41,Юг,858.58,30.32,0.35,25.87
2022-06-28 12:01:35,492.95431374,2.04975991,0.33462618,32.39318625,3.68788266,18.66527786,318.14930508,0.03620414,308.38993337,99.652153,3.20906213,6.79829973,-0.17593938,-0.17608134,0.06767513,-6.87533853,-0.35166833,-0.79968129,1870.079956,40.200001,28.14,41.24,13.66,732.35,2.05,юго-восток,941.8,30.39,0.35,27.13
2022-06-28 14:02:47,491.87609834,1.99798312,0.35085669,35.76303717,2.27769917,18.66536191,318.15217088,0.01799434,308.64584789,99.589394,3.00395542,7.23257966,-0.00273959,0.0,0.70331234,1.35666346,-0.10533735,-0.10561737,2166.120117,39.799999,28.35,42.8,14.5,732.16,2.43,северо-восток,610.26,30.43,0.37,29.27
2022-06-28 14:57:24,437.5731749,2.02211941,0.33116034,15.12589299,2.0374194,18.66526079,318.1506375,0.01767978,305.35989256,99.521362,1.06605998,2.35674719,-0.09476246,-0.14559517,0.10282262,0.1026962,-0.04087252,-0.18831875,2100.719971,39.299999,26.79,47.21,14.6,732.5,2.27,северо-восток,69.34,30.42,0.37,29.92
2022-06-28 15:57:23,573.35198125,2.08517374,0.34942881,29.6110328,2.69275409,18.66500659,318.1244185,0.02451872,300.09046135,98.529312,6.21390944,13.678659,-0.46906075,-0.46873228,0.88702986,1.53983285,-0.50093511,-1.24844327,2078.360107,30.799999,22.6,74.2,17.44,733.88,1.06,Юг,9.1,30.34,0.36,29.49
